,,Tmin,Rainfall,RH,Solar,Wind,Tmax,Discharge
5958,11,15.6,0,0.32,30.61,3.44,31.1,97.89
5959,12,14.4,0,0.35,30.46,3.06,30,116.49
5960,13,17.8,0,0.27,30.8,3.22,32.2,109.69
5961,14,18.9,0,0.34,29.12,2.77,33.3,112.49
5962,15,17.8,0,0.25,31.66,3.28,33.3,113.43
5963,16,20,0,0.29,31.44,3.67,33.3,123.51
5964,17,18.9,0,0.35,30.47,2.93,34.4,126.78
5965,18,17.8,13,0.59,20.26,3.3,35.6,160.32
5966,19,15.6,0,0.43,28.14,3.33,30,186.72
5967,20,16.7,0,0.42,26.33,3.75,31.1,188.23
5968,21,15.6,0,0.41,28.74,3.12,32.2,191.44
5969,22,15.6,2.6,0.34,30.05,3.42,32.2,192.81
5970,23,15.6,0,0.32,31.53,3.52,32.2,178.79
5971,24,17.8,0,0.35,31.35,3.83,33.3,181.72
5972,25,16.7,0,0.35,30.9,3.58,34.4,156.36
5973,26,14.4,0,0.32,29.69,2.96,31.1,170.22
5974,27,10,0,0.36,30.67,2.97,32.2,165.01
5975,28,17.8,0,0.39,31.82,2.93,38.9,146.29
5976,29,18.9,0,0.35,31.46,3.34,33.3,161.24
5977,30,20,0,0.3,31.57,4.05,35.6,176.03
5978,1,21.1,0,0.24,32.01,4.13,35.6,186.72
5979,2,18.9,3,0.25,31.74,4.61,36.7,188.99
5980,3,17.8,0,0.26,31.56,4.01,28.9,220.2
5981,4,20,0.8,0.25,31.76,3.74,32.2,213.6
5982,5,20,0,0.32,30.2,4.03,33.3,206.17
5983,6,16.7,2.6,0.4,30.6,2.98,33.3,224.7
5984,7,16.7,0,0.63,24,2.68,34.4,210.39
5985,8,20,0,0.77,9.76,1.92,33.3,233.07
5986,9,16.7,7.8,0.45,31.07,3.66,34.4,326.72
5987,10,16.7,0,0.44,31.81,3.32,35.6,249.78
5988,11,20,0,0.53,31.46,3.08,33.3,256.08
5989,12,14.4,7.6,0.48,31.55,3.1,31.1,263.97
5990,13,15.6,0,0.45,30.49,2.67,31.1,229.39
5991,14,16.7,0,0.43,27.45,3.06,32.2,211.9
5992,15,18.9,0,0.42,31.2,3,33.3,204.72
5993,16,22.2,0,0.47,30.77,3.56,34.4,271.35
5994,17,16.7,10,0.49,30.95,2.87,33.3,303.65
5995,18,20,0,0.65,30.25,2.74,34.4,303.81
5996,19,21.1,1,0.55,29.93,3.14,34.4,337.64
5997,20,20.6,0,0.65,27.86,2.63,35,385.31
5998,21,20,0,0.71,27.88,2.33,35.6,431.56
5999,22,21.1,0,0.75,16.51,1.71,35.6,414.81
6000,23,20,0,0.72,20.16,1.82,34.4,372.49
6001,24,20,0,0.68,27.92,2.27,35.6,298.67
6002,25,18.9,0,0.66,27.88,2.2,34.4,268
6003,26,17.8,0,0.71,19.01,1.48,26.7,195.66
6004,27,18.9,0,0.7,29.29,2.26,26.7,179.99
6005,28,15.6,0,0.75,27.25,2.23,31.1,130.84
6006,29,14.4,0.4,0.57,31,2.67,26.7,184.99
6007,30,7.2,0,0.58,29.24,2.54,34.4,149.47
6008,31,17.8,0,0.77,6.18,2.34,35.6,165.01
6009,1,17.8,0,0.64,28.11,2.01,36.7,143.55
6010,2,21.1,0,0.67,29.68,2.33,36.7,189.78
6011,3,20,0,0.68,28.32,2.17,36.7,185.78
6012,4,18.9,0.02,0.74,26.65,2.44,37.8,222.91
6013,5,17.8,0,0.63,29.26,2.49,33.3,211.39
6014,6,21.1,0,0.56,30.65,2.61,36.7,216.87
6015,7,22.2,0,0.54,30.35,2.98,37.8,228.76
6016,8,24.4,0,0.4,31.04,3.41,38.9,273.38
6017,9,24.4,0,0.38,31.16,3.15,40,364.62
6018,10,25.6,0,0.44,30.67,3.22,41.1,480.89
6019,11,27.8,0,0.48,28.77,3.18,38.9,519.67
6020,12,25.6,0,0.55,29.13,2.21,34.4,645.82
6021,13,26.7,0,0.62,28.61,2.02,32.2,700.9
6022,14,26.7,0,0.66,28.58,2.52,35.6,713.57
6023,15,24.4,0,0.74,28.01,2.35,34.4,764.87
6024,16,14.4,0.4,0.83,20.43,2.19,26.7,685.58
6025,17,20,3,0.79,22.08,2.37,33.3,485.29
6026,18,21.1,0,0.78,21.62,2.04,33.3,415.77
6027,19,20,0,0.77,14.3,1.73,32.2,369.89
6028,20,21.1,0,0.7,27.67,2.16,33.3,368.08
6029,21,18.9,0,0.71,27.48,2.26,35.6,360.53
6030,22,24.4,0,0.71,26.67,2.55,35.6,338.82
6031,23,22.2,0.8,0.63,27.6,2.83,36.7,381.69
6032,24,22.2,0.2,0.69,24.79,2.88,35.6,419.84
6033,25,23.3,0,0.77,26.04,2.11,35.6,471.06
6034,26,24.4,0,0.83,7.67,1.1,34.4,497.17
6035,27,24.4,0,0.81,5.2,1.54,34.4,556.88
6036,28,26.7,0,0.69,27.59,2.33,34.4,620.45
6037,29,26.7,0,0.74,26.4,2.46,36.7,625.56
6038,30,25.6,0,0.77,27.1,2.04,33.3,662.51
6039,1,26.7,0,0.87,13.35,1.68,35.6,610.13
6040,2,22.2,7.6,0.86,13.06,1.53,37.8,711.8
6041,3,22.2,53,0.83,18.14,1.64,32.2,713.47
6042,4,23.3,2.4,0.84,21.31,1.69,31.1,699.79
6043,5,22.2,21.4,0.93,6.14,1.79,33.3,586.85
6044,6,25.6,0,0.89,14.24,1.53,34.4,531.32
6045,7,23.3,0,0.82,22.78,2.3,34.4,540.52
6046,8,22.2,3.6,0.76,24.55,2.52,36.7,534.38
6047,9,20,28.2,0.71,26.35,2.11,37.8,600.7
6048,10,20,2.6,0.69,24.55,2.35,26.7,650.83
6049,11,23.3,6.2,0.7,25.13,2.18,33.3,478.85
6050,12,24.4,0.4,0.86,17.81,1.92,34.4,495.3
6051,13,24.4,0,0.89,13.14,2.61,34.4,523.67
6052,14,23.3,0,0.79,3.78,1.56,32.2,503.31
6053,15,22.2,0,0.68,25,1.86,33.3,474.03
6054,16,23.3,0,0.76,24.13,2.02,30,459.25
6055,17,23.3,6.2,0.84,17.38,1.64,34.4,408.36
6056,18,24.4,0,0.81,20.82,1.98,33.3,417.65
6057,19,25.6,0,0.77,19.76,2.25,34.4,463.19
6058,20,24.4,0,0.73,25.42,2.13,34.4,459.5
6059,21,23.3,0,0.67,25.88,2.47,34.4,514.56
6060,22,23.3,1.6,0.73,26,2.26,33.3,476.95
6061,23,24.4,0,0.73,26,2.28,33.3,741.9
6062,24,23.3,0,0.78,25.34,2.09,33.3,604.33
6063,25,24.4,0,0.76,25.08,2.05,32.2,596.88
6064,26,24.4,0,0.79,23.87,1.85,31.1,614.52
6065,27,23.3,0,0.8,24.11,2.07,30,646.83
6066,28,22.2,0,0.69,24.79,2.41,31.1,637.97
6067,29,24.4,0,0.52,25.6,2.88,31.2,603.87
6068,30,25.6,0,0.47,25.52,3.15,34.4,540.1
6069,31,25.6,0,0.48,25.63,3.02,35.6,542.48
6070,1,25.6,0,0.6,24.74,2.5,36.7,551.56
6071,2,24.4,0,0.63,24.82,2.45,33.3,590.97
6072,3,22.2,32.6,0.55,24.66,3.12,30,618.5
6073,4,20,35,0.59,24.35,2.91,26.7,677.28
6074,5,21.1,5.5,0.54,24.04,3.29,24.4,642.11
6075,6,21.1,0,0.56,23.95,3.1,32.2,563.92
6076,7,22.2,0,0.63,23.81,2.42,35.6,524.27
6077,8,23.3,0,0.71,22.92,2.19,33.3,559.94
6078,9,24.4,5,0.56,23.69,3.35,34.4,558.77
6079,10,23.3,0,0.69,23.12,2.27,31.2,581.48
6080,11,24.4,2,0.57,23.75,2.84,32.2,625.37
6081,12,22.2,42.4,0.59,22.81,3.05,33.3,650.85
6082,13,22.2,12.2,0.57,23.2,2.96,32.2,859.08
6083,14,23.3,0.4,0.46,23.31,3.05,32,765.24
6084,15,24.4,0,0.5,22.46,3.2,33.3,711.17
6085,16,23.3,2,0.5,22.79,3.08,33.3,649.45
6086,17,22.2,0,0.47,22.63,2.94,33.3,568.41
6087,18,24.4,0,0.59,20.02,2.4,33.3,546.28
6088,19,24.4,0,0.6,22.51,2.36,30,542.25
6089,20,24.4,0,0.37,22.24,3.07,31.2,552.28
6090,21,22.2,5,0.39,21.61,2.8,30,595.28
6091,22,23.3,0,0.29,22.76,3.86,28.9,606.05
6092,23,24.4,0,0.2,23.4,4.45,31.2,552.72
6093,24,23.3,0,0.14,23.48,4.08,32.2,553.57
6094,25,23.3,0,0.16,23.18,3.71,33.3,571.83
6095,26,22.2,0,0.25,22.28,3.54,32.2,567.76
6096,27,24.4,0,0.27,22.05,3.35,33.3,574.16
6097,28,23.3,0,0.29,21.82,3.51,34.4,565.96
6098,29,21.1,6,0.24,22.01,3.84,34.4,536.84
6099,30,22.2,0,0.15,22.51,4,34.4,506.63
6100,31,21.1,7.2,0.13,22.47,4.02,33.3,495.48
6101,1,23.3,0,0.13,22.2,4.02,32.2,493.51
6102,2,23.3,0,0.15,21.85,4.06,34.4,489.69
6103,3,22.2,1.5,0.18,21.59,3.86,31.2,527.02
6104,4,22.2,9.1,0.15,21.58,4.43,33.3,493.54
6105,5,23.3,0,0.18,21.41,4.62,28.9,478.48
6106,6,21.1,0,0.23,20.92,4.02,30,476.61
6107,7,20,0,0.31,19.88,3.61,30,411.25
6108,8,21.1,0,0.37,19.91,3.27,31.1,344.39
6109,9,18.9,0,0.32,19.92,3.3,32.2,297.12
6110,10,20,0,0.34,17.76,4.24,33.3,285.63
6111,11,18.9,2.5,0.27,19.68,4.37,31.1,288.26
6112,12,18.9,0,0.24,19.86,3.61,30,261.72
6113,13,18.9,1.5,0.23,19.66,3.87,28.9,237.54
6114,14,17.8,2.4,0.29,19.36,3.93,31.1,232.92
6115,15,16.7,0,0.31,19.28,3.87,28.9,213.81
6116,16,18.9,0,0.21,19.46,4.1,32.2,230.04
6117,17,21.1,0,0.2,19.26,4.39,33.3,219.1
6118,18,18.9,0,0.15,19.2,4.08,31.1,242.72
6119,19,24.4,0,0.2,19.22,4.72,28.9,249.75
6120,20,22.2,0,0.2,19.15,4.33,31.1,282.06
6121,21,22.2,0,0.14,19.18,3.85,33.3,278.69
6122,22,20,0.5,0.17,19.03,4.6,32.2,285.68
6123,23,20,0,0.27,18.62,4.47,26.7,265.15
6124,24,18.9,0,0.27,18.29,4.21,28.9,208.14
6125,25,20,0,0.27,18.12,3.97,30,198.43
6126,26,18.9,0.6,0.33,17.3,2.93,26.7,175.01
6127,27,18.9,0,0.31,17.22,3.21,31.1,172.49
6128,28,17.8,0,0.29,17.61,4.38,30,169.18
6129,29,16.7,1,0.28,17.65,4.07,27.8,155.58
6130,30,16.7,0,0.21,17.51,4.15,30,150.91
6131,1,15.6,0,0.37,14.1,4.35,28.9,156.63
6132,2,17.8,0,0.33,16.83,3.66,32.2,154.93
6133,3,17.8,0,0.35,16.42,3.94,27.8,149.84
6134,4,17.8,0,0.29,16.74,4.35,25.6,133.86
6135,5,16.7,0.7,0.29,16.68,4.1,27.8,133.33
6136,6,15.6,0,0.33,16.49,3.88,21.1,138.14
6137,7,14.4,0,0.27,16.48,4.21,26.7,136.19
6138,8,14.4,0,0.23,16.58,4.65,27.8,123.61
6139,9,14.4,0,0.26,16.49,4.69,32.2,156.52
6140,10,15.6,0,0.19,16.58,4.72,32.2,134.74
6141,11,15.6,0,0.2,16.45,4.47,28.9,117.86
6142,12,15.6,0,0.21,16.19,4.73,26.7,136.53
6143,13,14.4,0,0.26,16.12,4.53,24.4,111.12
6144,14,15.6,0,0.29,15.9,4.35,28.9,87.42
6145,15,15.6,0,0.28,15.78,4.57,32.2,98.72
6146,16,14.4,0,0.26,15.72,4.44,24.4,96.37
6147,17,12.2,4,0.25,15.55,4.24,25.6,99.71
6148,18,8.9,2,0.25,15.43,4.46,25.6,105.04
6149,19,11.1,0,0.19,15.61,4.71,26.7,129.13
6150,20,13.3,0,0.16,15.62,4.39,28.9,117.72
6151,21,13.3,0,0.12,15.51,4.05,30,119.99
6152,22,12.2,0,0.28,14.96,3.14,28.9,119.99
6153,23,12.2,0,0.39,14.05,4.15,27.8,110.02
6154,24,13.3,0,0.24,13.65,3.96,28.9,116.14
6155,25,11.1,0,0.3,14.77,3.9,30,111.55
6156,26,13.3,0,0.3,14.27,4.55,28.9,108.35
6157,27,12.2,0,0.27,14.64,4.15,31.1,107.92
6158,28,12.2,0,0.23,14.65,4.24,27.8,105.63
6159,29,8.9,0,0.22,12.29,3.13,26.7,112.65
6160,30,10,0,0.27,12.02,3.63,23.3,103.25
6161,31,8.9,0,0.27,14.59,3.79,26.7,93.54
6162,1,10,0,0.57,7.17,2.4,30,98.75
6163,2,11.1,0,0.65,11.85,2.32,30,93.25
6164,3,10,0,0.67,7.07,3.12,27.8,98.75
6165,4,10,0,0.47,13.85,3.67,26.7,90.25
6166,5,12.2,0,0.51,12.58,3.37,27.8,78.64
6167,6,11.1,0,0.33,14.27,4.11,26.7,92.23
6168,7,11.1,0,0.22,14.61,4.76,25.6,86.85
6169,8,10,0,0.25,14.52,4.89,24.4,87
6170,9,8.9,0,0.28,14.25,4.61,23.3,85.47
6171,10,7.8,0,0.22,11.28,3.52,24.4,86.97
6172,11,8.9,0,0.21,14.14,3.69,23.3,80.2
6173,12,7.8,0,0.28,14.04,3.33,25.6,84.93
6174,13,6.7,0,0.32,13.96,4.59,26.7,84.39
6175,14,7.8,0,0.21,14.53,4.69,26.7,88.16
6176,15,8.9,0,0.16,14.3,3.56,24.4,88.16
6177,16,8.9,0,0.15,14.5,3.88,23.3,89.12
6178,17,8.9,0,0.18,14.58,3.98,24.4,86.34
6179,18,7.8,0,0.13,14.75,3.97,22.2,81.93
6180,19,6.7,0,0.13,14.74,3.94,23.3,80.65
6181,20,7.8,0,0.13,14.74,3.93,23.3,82.32
6182,21,7.8,0,0.22,14.4,4.18,23.3,80.99
6183,22,7.8,0,0.17,14.78,3.99,22.2,80.62
6184,23,6.7,0,0.13,0.07,5.89,22.2,82.72
6185,24,6.7,0,0.14,14.44,4.28,21.1,80.94
6186,25,7.8,0,0.18,14.56,4.35,23.3,82.55
6187,26,6.7,0,0.19,14.59,4.06,22.2,86.34
6188,27,6.7,0,0.19,14.31,3.91,21.1,79.92
6189,28,7.8,0,0.5,5.28,2.94,22.2,80.37
6190,29,6.7,0,0.41,12.66,4.18,22.2,79.18
6191,30,6.7,0,0.37,14.09,4.15,21.1,76.74
6192,1,5.6,0,0.74,4.41,3.83,25.6,77.2
6193,2,5.6,0,0.87,1.07,3.59,24.4,76.55
6194,3,5.6,0,0.76,10.23,2.13,25.6,72.78
6195,4,6.7,0,0.34,12.93,3.63,21.1,70.68
6196,5,6.7,0,0.35,10.31,3.15,22.2,71.36
6197,6,5.6,0,0.23,15.02,3.94,24.4,70.34
6198,7,7.8,0,0.27,11.56,2.79,20,76.09
6199,8,5.6,0,0.36,14.28,3.57,16.7,73.26
6200,9,6.7,0,0.64,3.66,2.81,21.1,72.04
6201,10,6.7,0,0.9,1.34,1.87,21.1,73.2
6202,11,5.6,0,0.73,1.18,3.99,10,74.88
6203,12,4.4,4,0.45,11.82,3.39,10,73.2
6204,13,5.6,9.5,0.3,15.68,3.49,14.4,73.15
6205,14,5.6,7,0.18,16.13,3.9,12.2,78.87
6206,15,3.3,8,0.23,16.05,3.81,15.6,75.92
6207,16,4.4,1.2,0.34,14.68,4.04,18.9,75.61
6208,17,3.3,0,0.28,16.26,3.41,18.9,74.31
6209,18,3.3,0,0.42,10.58,3.22,20,72.47
6210,19,4.4,0,0.45,11.11,3.31,18.9,73.35
6211,20,5.6,0,0.29,16.54,3.38,17.8,67.48
6212,21,5.6,0,0.5,10.58,2.5,22.2,66.04
6213,22,4.4,0,0.48,15.1,1.99,22.2,65.59
6214,23,5.6,0,0.37,15.38,3.38,21.1,65.16
6215,24,6.7,0,0.29,17.02,4.78,23.3,66.35
6216,25,5.6,0,0.15,17.52,4.02,18.9,66.63
6217,26,4.4,0,0.4,15.15,2.85,16.7,66.46
6218,27,4.4,0,0.72,5.86,3.18,21.1,68.02
6219,28,4.4,0,0.45,17.14,4.16,20,67.4
6220,29,4.4,0,0.59,15.63,4.07,22.2,67.71
6221,30,5.6,0,0.68,10.45,3.81,21.1,67.09
6222,31,3.3,0,0.7,15.12,3.39,18.9,69.21
6223,1,3.3,0,0.74,4.15,3.28,20,64.79
6224,2,3.3,0,0.15,18.39,3.83,18.9,73.94
6225,3,3.3,0,0.13,18.91,3.66,14.4,71.96
6226,4,4.4,0,0.24,18.63,3.59,18.9,68.82
6227,5,5.6,0,0.17,19.27,4.73,15.6,67.37
6228,6,6.7,3.6,0.15,19.18,4.59,14.4,67.43
6229,7,5.6,2,0.27,18.76,3.65,10,66.69
6230,8,6.7,0,0.22,18.93,4.45,14.4,65.9
6231,9,6.7,40,0.33,18.09,3.12,13.3,66.92
6232,10,5.6,34,0.29,18.9,3.93,8.9,74.93
6233,11,6.7,3.2,0.29,18.99,3.82,11.1,72.1
6234,12,5.6,0,0.24,19.69,5.08,15.6,76.74
6235,13,4.4,0,0.28,19.86,4.06,14.4,69.89
6236,14,4.4,0,0.34,18.23,3.28,13.3,71.05
6237,15,5.6,0,0.43,15.91,3.55,15.6,69.86
6238,16,6.7,0,0.43,15.65,3.58,16.7,67.71
6239,17,10,10.5,0.28,20.26,4.17,15.6,62.53
6240,18,8.9,18,0.21,20.84,4.51,12.2,62.5
6241,19,5.6,7.5,0.22,21.13,4.36,12.2,65.93
6242,20,5.6,0,0.24,21.05,4.48,10,66.78
6243,21,2.2,0,0.24,21.04,3.97,14.4,67.46
6244,22,3.3,0,0.23,21.07,4.19,15.6,70.29
6245,23,4.4,0,0.2,21.34,4.32,13.3,69.83
6246,24,2.2,0,0.23,21.44,3.53,16.7,70.77
6247,25,3.3,0,0.26,21.61,3.66,15.6,72.52
6248,26,3.3,1,0.31,21.37,4.28,16.7,69.98
6249,27,2.2,0,0.28,21.65,4.52,12.2,69.55
6250,28,3.3,0,0.2,22.18,4.47,14.4,67.54
6251,29,2.2,0,0.29,20.82,4.14,13.3,70.26
6252,30,3.3,4,0.22,22.6,4.53,11.1,67.97
6253,31,2.2,0,0.14,23.04,4.5,12.2,68.62
6254,1,3.3,0,0.09,23.46,4.53,15.6,70.6
6255,2,2.2,0,0.15,21.9,3.59,17.8,68.9
6256,3,4.4,0,0.21,22.9,4.34,13.3,72.07
6257,4,4.4,2.2,0.26,22.36,3.55,8.9,70.12
6258,5,5.6,0,0.28,23.23,3.88,18.9,70.4
6259,6,5.6,6,0.29,23.09,4.04,20,66.89
6260,7,6.7,13.2,0.3,23.54,4.04,15.6,66.12
6261,8,6.7,0,0.28,23.74,4.12,12.2,66.18
6262,9,5.6,8.4,0.26,24,4.08,11.7,63.69
6263,10,4.4,0,0.31,21.27,3.25,15.6,67.29
6264,11,5.6,0,0.21,24.55,4.35,14.4,65.19
6265,12,3.3,0,0.21,24.54,3.76,18.9,65.36
6266,13,3.3,0,0.33,21.87,3.8,17.8,66.83
6267,14,3.3,0,0.24,24.89,3.91,21.1,66.46
6268,15,4.4,0,0.21,25.04,4.39,13.3,65.22
6269,16,6.7,0,0.22,25.19,4.25,23.3,70.74
6270,17,4.4,0,0.33,25.11,3.39,21.1,69.3
6271,18,6.7,0,0.3,25.25,3.73,17.8,69.15
6272,19,4.4,0,0.3,23.16,3.66,21.1,69.61
6273,20,6.7,0,0.3,21.76,3.92,13.3,69.44
6274,21,6.7,0,0.27,24.91,4.21,14.4,68.08
6275,22,6.7,0,0.36,20.59,2.82,16.7,68.87
6276,23,13.3,0,0.41,25.05,2.99,22.2,69.04
6277,24,11.1,0,0.31,25.46,3.72,21.1,67.4
6278,25,7.8,0,0.53,13.8,3.33,15.6,68.45
6279,26,5.6,1.4,0.49,20.75,3.81,16.7,69.64
6280,27,6.7,0,0.7,4.93,3.31,14.4,66.35
6281,28,7.8,0,0.39,27,3.8,21,67.37
6282,29,8.9,0,0.36,26.9,3.97,15.6,65.7
6283,1,10,0,0.39,26.95,3.72,16.7,67.6
6284,2,11.1,0,0.46,19.97,3.36,21.1,62.3
6285,3,8.9,0,0.59,21.93,2.86,27.8,60.97
6286,4,11.1,0,0.52,26.68,3.59,17.8,61.59
6287,5,10,0,0.32,27.31,3.65,26.7,62.22
6288,6,11.1,0,0.25,28,4.18,17.8,69.95
6289,7,10,0,0.27,26.06,3.95,26.7,69.92
6290,8,8.9,0,0.34,25.53,3.6,27.8,76.83
6291,9,11.1,0,0.53,8.83,5,21.1,75.98
6292,10,10,0,0.26,28.57,4.17,15.6,74.76
6293,11,11.1,0,0.2,29.15,4.17,27.8,74.93
6294,12,12.2,0,0.25,28.91,3.98,17.8,71.19
6295,13,14.4,0,0.27,28.79,3.98,26.7,70.32
6296,14,11.1,6.4,0.24,29.11,4.24,16.7,70.88
6297,15,10,0,0.21,29.16,4.36,21.1,72.1
6298,16,12.2,0,0.19,29.28,4.03,26.7,76.23
6299,17,13.3,0,0.18,29.35,3.72,30,78.44
6300,18,13.3,0,0.15,29.89,3.7,28.9,79.52
6301,19,11.1,0,0.24,29.5,3.94,27.8,77.65
6302,20,10,4,0.25,29.43,3.58,25.6,79.66
6303,21,10,0,0.21,29.71,4.05,27.8,72.36
6304,22,10,0,0.19,30.04,4.21,28.9,70.83
6305,23,8.9,0,0.2,30.04,4.15,27.8,74.28
6306,24,8.9,0,0.21,30.09,3.81,30,78.67
6307,25,13.3,0,0.21,28.68,5.23,31.1,78.56
6308,26,10,0,0.2,30.03,4.14,28.9,81.3
6309,27,13.3,0,0.18,30.24,3.72,27.8,72.86
6310,28,12.2,0,0.25,29.08,3.76,30,78.16
6311,29,11.1,0,0.23,30.54,4.38,26.7,75.56
6312,30,13.3,0,0.24,30.19,3.62,27.8,62.61
6313,31,13.3,0,0.24,30.05,3.39,23.3,69.24
6314,1,12.2,1,0.35,29.3,3.19,27.8,65.13
6315,2,10,2.4,0.52,23.97,3.32,28.9,80.17
6316,3,12.2,0,0.47,23.36,3.13,27.8,76.23
6317,4,14.4,0,0.45,27.51,2.6,26.7,78.95
6318,5,15.6,0,0.38,29.42,3.76,27.8,77.48
6319,6,13.3,8,0.29,30.35,4.12,25.6,75.41
6320,7,10,0,0.29,29.73,4.43,26.7,80.57
6321,8,12.2,0,0.3,30.2,3.95,27.8,80.74
6322,9,13.3,0,0.25,31.1,4,30,81.36
6323,10,14.4,0,0.39,27.65,2.99,32.2,84.31
6324,11,16.7,0,0.52,19.2,2.92,32.2,88.84
6325,12,14.4,8.8,0.43,29,3.42,31.1,89.57
6326,13,13.3,0.3,0.42,29.19,4.72,28.9,99.14
6327,14,13.3,0,0.57,29.32,2.76,31.1,98.21
6328,15,15.6,4.3,0.6,23.3,3.08,32.2,105.94
6329,16,15.6,5.1,0.49,30.32,2.89,30,107.47
6330,17,10,10.4,0.36,31.17,3.42,24.4,103.51
6331,18,12.2,0,0.31,31.41,3.46,30,105.04
6332,19,13.3,0,0.23,32.06,4,32.2,94.19
6333,20,14.4,0,0.24,31.86,3.62,31.1,98.83
6334,21,15.6,0,0.29,31,3.62,33.3,90.03
6335,22,16.7,0,0.31,30.62,3.35,33.3,87.39
6336,23,14.4,0,0.46,22.24,2.9,32.2,100.7
6337,24,16.7,0,0.47,28.67,3.07,33.3,100.39
6338,25,18.9,0,0.42,26.93,2.66,35.6,108.12
6339,26,18.9,0,0.4,29.3,2.85,34.4,111.86
6340,27,17.8,0,0.45,29.85,2.47,32.2,107.81
6341,28,15.6,0,0.42,30.79,3.95,31.1,108.41
6342,29,16.7,0,0.52,29.52,3.19,32.2,95.43
6343,30,17.8,0,0.61,27.44,2.66,36.7,98.83
6344,1,16.7,0,0.77,23.94,2.36,35.6,101.9
6345,2,17.8,0,0.7,29.16,2.34,32.2,99.4
6346,3,16.7,0,0.7,24.95,2.15,36.7,101.9
6347,4,21.1,0,0.79,24.09,2.01,37.8,104
6348,5,18.9,2,0.77,23.05,1.82,36.7,125.7
6349,6,14.4,0.5,0.78,24.84,2.1,34.4,141.7
6350,7,17.8,0,0.83,21.25,2.06,34.4,142.9
6351,8,14.4,2.6,0.83,17.99,2.19,33.3,155.5
6352,9,17.8,0,0.79,23.19,2.42,32.2,136.7
6353,10,17.8,0,0.7,27.39,2.48,28.9,130.4
6354,11,15.6,0,0.76,25.4,2.15,26.7,118.7
6355,12,14.4,2.2,0.74,28.03,2.31,30,121.1
6356,13,15.6,3.6,0.77,25.11,2.22,31.1,161
6357,14,17.8,0,0.81,21.08,2.2,28.9,143.5
6358,15,17.8,9,0.69,27.16,2.24,32.2,131.9
6359,16,20,0,0.62,27.64,2.95,33.3,191.2
6360,17,15.6,3.7,0.66,26.61,3.38,33.3,200.7
6361,18,16.7,0,0.62,27.93,2.8,28.9,239.1
6362,19,18.9,0,0.66,28.82,2.69,34.4,186
6363,20,17.8,10.1,0.71,25.8,2.27,32.2,350.5
6364,21,18.9,3.6,0.69,29.34,2.57,28.9,306
6365,22,20,0,0.76,24.81,2.44,25.6,298.4
6366,23,18.9,5,0.71,28.87,2.44,27.8,322.8
6367,24,18.9,7,0.68,29.43,2.46,23.3,366.4
6368,25,16.7,0.4,0.67,28.45,2.19,24.4,364.6
6369,26,15.6,5.3,0.7,27.3,2.41,26.7,366.3
6370,27,17.8,0,0.71,26.52,2.49,32.2,358.3
6371,28,17.8,0,0.76,24.36,2.28,34.4,307.2
6372,29,17.8,0,0.81,20.39,2.15,33.3,330.5
6373,30,16.7,0,0.81,22.83,1.98,32.2,301.7
6374,31,20,0,0.84,22.8,2.14,36.7,341.2
6375,1,21.1,0,0.8,13.42,1.45,34.4,323.8
6376,2,23.3,1.1,0.83,18.86,2.11,36.7,325.9
6377,3,17.8,21.2,0.85,17.31,1.78,43.3,345.2
6378,4,21.1,0,0.74,27.51,2.1,37.8,362.7
6379,5,20,3.4,0.73,26.37,2.27,34.4,366.3
6380,6,18.9,2.6,0.81,25.57,1.96,28.9,389.6
6381,7,20,0,0.81,23.98,2.09,26.7,457
6382,8,22.2,5,0.82,24.77,2.11,32.2,524
6383,9,22.2,0,0.81,23.31,2.28,34.4,673
6384,10,22.2,1,0.8,20.58,2.38,32.2,682.7
6385,11,24.4,0.2,0.72,26.09,2.06,30,648.2
6386,12,22.2,6.1,0.75,26.48,2.15,31.1,804.5
6387,13,24.4,0,0.73,28.86,2.35,32.2,901.2
6388,14,24.4,0,0.71,26.67,2.59,33.3,967
6389,15,23.3,7.3,0.74,25.8,2.71,31.1,1026.7
6390,16,22.2,9.8,0.64,26.22,2.64,27.8,1041.2
6391,17,23.3,0.3,0.64,27.89,2.65,28.9,1010.4
6392,18,23.3,1.4,0.63,28.46,2.77,30,989.6
6393,19,22.2,16,0.8,23.63,2.05,27.8,1075.7
6394,20,21.1,1,0.81,20.67,1.77,28.9,1070.9
6395,21,20,0,0.85,12.14,2.09,32.2,1000.7
6396,22,20,7.9,0.87,16.07,2.03,34.4,992.1
6397,23,20,0,0.88,20.65,1.89,33.3,756.4
6398,24,22.2,0,0.86,23.74,1.97,34.4,458.6
6399,25,24.4,0,0.88,21.4,1.75,35.6,531.9
6400,26,25.6,0,0.87,22.13,1.98,35.6,669.5
6401,27,22.2,53,0.81,13.54,1.71,36.7,717.4
6402,28,21.1,44.8,0.79,16.79,1.93,30,782
6403,29,20,10,0.85,21.44,1.81,27.8,669.2
6404,30,22.2,1,0.88,22.18,2.14,33.3,418.4
6405,1,21.1,0,0.89,16.93,1.72,30,419.9
6406,2,21.1,0,0.8,19.81,2.19,34.4,492.1
6407,3,24.4,0,0.82,21.65,1.67,33.3,602.7
6408,4,25.6,0,0.77,21.19,2.24,34.4,598
6409,5,22.2,0,0.82,20.01,2.38,31.1,645.2
6410,6,23.3,2.4,0.88,5.48,1.42,33.3,813.9
